"id_invoice","tanggal","id_customer","nama","id_distributor","id_cabang","cabang_sales","id_group","group","id_barang","nama_barang","brand_id","kode_lini","lini","kemasan","jumlah_barang","harga","mata_uang"
IN6175,2022-01-31,CUST55404,KLINIK GM,TD,CAB02,Jakarta,Z31,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,BRND005,"203",SLCYL,TABLET,18,5648.0,IDR
IN6321,2022-01-31,CUST55410,APOTEK TAPAK,EPM,CAB04,Aceh,Z32,Apotek,BRG0001,ACYCLOVIR DUS,BRND001,"206",OGB & PH,DUS,22,1170.0,IDR
IN6226,2022-01-31,CUST55416,APOTEK SAHABAT,EPM,CAB10,Padang,Z32,Apotek,BRG0007,ERGOTAMINE COFFEINE,BRND007,"206",ETIKAL,BOTOL,23,4592.0,IDR
IN6191,2022-01-31,CUST55422,APOTEK SINAR JAYA,TA,CAB01,Bekasi,Z32,Apotek,BRG0003,AMPICILLIN,BRND003,"210",MARCKS,BOTOL,4,10691.0,IDR
IN6042,2022-01-31,CUST55428,APOTEK MERDEKA,TD,CAB07,Bandung,Z32,Apotek,BRG0009,AMBROXOL HC,BRND009,"207",VNS,BOTOL,67,5781.0,IDR
IN6050,2022-01-31,CUST55434,KLINIK GM,TD,CAB02,Jakarta,Z31,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,BRND005,"203",SLCYL,TABLET,34,5648.0,IDR
IN6241,2022-01-31,CUST55440,APOTEK TAPAK,EPM,CAB04,Aceh,Z32,Apotek,BRG0001,ACYCLOVIR DUS,BRND001,"206",OGB & PH,DUS,79,1170.0,IDR
IN6255,2022-01-31,CUST55446,APOTEK SAHABAT,TA,CAB10,Padang,Z32,Apotek,BRG0007,ERGOTAMINE COFFEINE,BRND007,"206",ETIKAL,BOTOL,22,4592.0,IDR
IN6263,2022-01-31,CUST55452,APOTEK SINAR JAYA,TA,CAB01,Bekasi,Z32,Apotek,BRG0003,AMPICILLIN,BRND003,"210",MARCKS,BOTOL,130,10691.0,IDR
IN6326,2022-01-31,CUST55458,APOTEK MERDEKA,TD,CAB07,Bandung,Z32,Apotek,BRG0009,AMBROXOL HC,BRND009,"207",VNS,BOTOL,4,5781.0,IDR
IN6048,2022-01-31,CUST55464,KLINIK GM,EPM,CAB02,Jakarta,Z31,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,BRND005,"203",SLCYL,TABLET,25,5648.0,IDR
IN6040,2022-01-31,CUST55470,APOTEK TAPAK,EPM,CAB04,Aceh,Z32,Apotek,BRG0001,ACYCLOVIR DUS,BRND001,"206",OGB & PH,DUS,10,1170.0,IDR
IN6148,2022-01-31,CUST55476,APOTEK SAHABAT,TA,CAB10,Padang,Z32,Apotek,BRG0007,ERGOTAMINE COFFEINE,BRND007,"206",ETIKAL,BOTOL,9,4592.0,IDR
IN6015,2022-01-31,CUST55482,APOTEK SINAR JAYA,TD,CAB01,Bekasi,Z32,Apotek,BRG0003,AMPICILLIN,BRND003,"210",MARCKS,BOTOL,5,10691.0,IDR
IN6322,2022-01-31,CUST55488,APOTEK MERDEKA,TD,CAB07,Bandung,Z32,Apotek,BRG0009,AMBROXOL HC,BRND009,"207",VNS,BOTOL,17,5781.0,IDR
IN6079,2022-01-31,CUST55494,KLINIK GM,EPM,CAB02,Jakarta,Z31,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,BRND005,"203",SLCYL,TABLET,34,5648.0,IDR
IN6186,2022-01-31,CUST55500,APOTEK TAPAK,TA,CAB04,Aceh,Z32,Apotek,BRG0001,ACYCLOVIR DUS,BRND001,"206",OGB & PH,DUS,18,1170.0,IDR
IN6045,2022-01-31,CUST55506,APOTEK SAHABAT,TA,CAB10,Padang,Z32,Apotek,BRG0007,ERGOTAMINE COFFEINE,BRND007,"206",ETIKAL,BOTOL,21,4592.0,IDR
IN6130,2022-01-31,CUST55518,APOTEK MERDEKA,EPM,CAB07,Bandung,Z32,Apotek,BRG0009,AMBROXOL HC,BRND009,"207",VNS,BOTOL,5,5781.0,IDR
IN6203,2022-01-31,CUST55524,KLINIK GM,EPM,CAB02,Jakarta,Z31,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,BRND005,"203",SLCYL,TABLET,100,5648.0,IDR
IN6196,2022-01-31,CUST55530,APOTEK TAPAK,TA,CAB04,Aceh,Z32,Apotek,BRG0001,ACYCLOVIR DUS,BRND001,"206",OGB & PH,DUS,45,1170.0,IDR
IN6068,2022-01-31,CUST55536,APOTEK SAHABAT,TD,CAB10,Padang,Z32,Apotek,BRG0007,ERGOTAMINE COFFEINE,BRND007,"206",ETIKAL,BOTOL,6,4592.0,IDR
IN6244,2022-01-31,CUST55542,APOTEK SINAR JAYA,TD,CAB01,Bekasi,Z32,Apotek,BRG0003,AMPICILLIN,BRND003,"210",MARCKS,BOTOL,21,10691.0,IDR
IN6017,2022-02-01,CUST55513,APOTEK SAHABAT,TA,CAB02,Padang,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,23,8701.0,IDR
IN6293,2022-02-01,CUST55519,KLINIK SAHABAT,TD,CAB08,Tangerang,Z31,Klinik,BRG0010,PARACETAMOL,BRND010,"208",SLCYL,BOTOL,4,6940.0,IDR
IN6185,2022-02-01,CUST55483,APOTEK SAHABAT,TA,CAB02,Padang,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,9,8701.0,IDR
IN6072,2022-02-01,CUST55477,APOTEK TAPAK,EPM,CAB01,Aceh,Z32,Apotek,BRG0008,TETRACYCLINE KAPSUL 250 MG,BRND008,"204",MARCKS,KAPSUL,1,3992.0,IDR
IN6084,2022-02-01,CUST55471,APOTEK MAJA,TD,CAB05,Kuningan,Z32,Apotek,BRG0002,ALERGINE TABLET SALUT,BRND002,"203",ETIKAL,DUS,67,2338.0,IDR
IN6120,2022-02-01,CUST55465,APOTEK MERDEKA,TD,CAB03,Bandung,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,14,2819.0,IDR
IN6291,2022-02-01,CUST55489,KLINIK SAHABAT,TD,CAB08,Tangerang,Z31,Klinik,BRG0010,PARACETAMOL,BRND010,"208",SLCYL,BOTOL,11,6940.0,IDR
IN6243,2022-02-01,CUST55525,APOTEK MERDEKA,TD,CAB03,Bandung,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,67,2819.0,IDR
IN6267,2022-02-01,CUST55459,KLINIK SAHABAT,TA,CAB08,Tangerang,Z31,Klinik,BRG0010,PARACETAMOL,BRND010,"208",SLCYL,BOTOL,8,6940.0,IDR
IN6269,2022-02-01,CUST55453,APOTEK SAHABAT,EPM,CAB02,Padang,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,12,8701.0,IDR
IN6005,2022-02-01,CUST55447,APOTEK TAPAK,EPM,CAB01,Aceh,Z32,Apotek,BRG0008,TETRACYCLINE KAPSUL 250 MG,BRND008,"204",MARCKS,KAPSUL,12,3992.0,IDR
IN6134,2022-02-01,CUST55441,APOTEK MAJA,TD,CAB05,Kuningan,Z32,Apotek,BRG0002,ALERGINE TABLET SALUT,BRND002,"203",ETIKAL,DUS,12,2338.0,IDR
IN6320,2022-02-01,CUST55495,APOTEK MERDEKA,TD,CAB03,Bandung,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,67,2819.0,IDR
IN6266,2022-02-01,CUST55531,APOTEK MAJA,EPM,CAB05,Kuningan,Z32,Apotek,BRG0002,ALERGINE TABLET SALUT,BRND002,"203",ETIKAL,DUS,34,2338.0,IDR
IN6054,2022-02-01,CUST55435,APOTEK MERDEKA,TD,CAB03,Bandung,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,34,2819.0,IDR
IN6133,2022-02-01,CUST55429,KLINIK SAHABAT,TA,CAB08,Tangerang,Z31,Klinik,BRG0010,PARACETAMOL,BRND010,"208",SLCYL,BOTOL,78,6940.0,IDR
IN6274,2022-02-01,CUST55423,APOTEK SAHABAT,EPM,CAB02,Padang,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,8,8701.0,IDR
IN6063,2022-02-01,CUST55417,APOTEK TAPAK,TD,CAB01,Aceh,Z32,Apotek,BRG0008,TETRACYCLINE KAPSUL 250 MG,BRND008,"204",MARCKS,KAPSUL,12,3992.0,IDR
IN6211,2022-02-01,CUST55501,APOTEK MAJA,EPM,CAB05,Kuningan,Z32,Apotek,BRG0002,ALERGINE TABLET SALUT,BRND002,"203",ETIKAL,DUS,18,2338.0,IDR
IN6128,2022-02-01,CUST55537,APOTEK TAPAK,TA,CAB01,Aceh,Z32,Apotek,BRG0008,TETRACYCLINE KAPSUL 250 MG,BRND008,"204",MARCKS,KAPSUL,79,3992.0,IDR
IN5994,2022-02-01,CUST55411,APOTEK MAJA,TD,CAB05,Kuningan,Z32,Apotek,BRG0002,ALERGINE TABLET SALUT,BRND002,"203",ETIKAL,DUS,12,2338.0,IDR
IN6259,2022-02-01,CUST55405,APOTEK MERDEKA,TA,CAB03,Bandung,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,19,2819.0,IDR
IN6023,2022-02-01,CUST55399,KLINIK SAHABAT,EPM,CAB08,Tangerang,Z31,Klinik,BRG0010,PARACETAMOL,BRND010,"208",SLCYL,BOTOL,15,6940.0,IDR
IN6301,2022-02-01,CUST55393,APOTEK SAHABAT,EPM,CAB02,Padang,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,12,8701.0,IDR
IN6300,2022-02-01,CUST55507,APOTEK TAPAK,EPM,CAB01,Aceh,Z32,Apotek,BRG0008,TETRACYCLINE KAPSUL 250 MG,BRND008,"204",MARCKS,KAPSUL,22,3992.0,IDR
IN6060,2022-02-01,CUST55543,APOTEK SAHABAT,TD,CAB02,Padang,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,22,8701.0,IDR
IN6254,2022-02-02,CUST55544,KLINIK DR. ANDRI,TA,CAB03,Lampung,Z31,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,BRND005,"203",SLCYL,TABLET,12,5648.0,IDR
IN6171,2022-02-03,CUST55545,APOTEK TAPAK,EPM,CAB04,Aceh,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,25,2819.0,IDR
IN6002,2022-02-04,CUST55546,APOTEK MAJA,TD,CAB05,Kuningan,Z32,Apotek,BRG0007,ERGOTAMINE COFFEINE,BRND007,"206",ETIKAL,BOTOL,14,4592.0,IDR
IN6261,2022-02-05,CUST55547,KLINIK GM,TA,CAB06,Jakarta,Z31,Klinik,BRG0008,TETRACYCLINE KAPSUL 250 MG,BRND008,"204",MARCKS,KAPSUL,24,3992.0,IDR
IN6088,2022-02-06,CUST55548,APOTEK MERDEKA,EPM,CAB07,Bandung,Z32,Apotek,BRG0009,AMBROXOL HC,BRND009,"207",VNS,BOTOL,10,5781.0,IDR
IN6181,2022-02-07,CUST55549,KLINIK SAHABAT,TD,CAB08,Tangerang,Z31,Klinik,BRG0010,PARACETAMOL,BRND010,"208",SLCYL,BOTOL,130,6940.0,IDR
IN6135,2022-02-08,CUST55550,APOTEK SINAR JAYA,TA,CAB09,Bekasi,Z32,Apotek,BRG0001,ACYCLOVIR DUS,BRND001,"206",OGB & PH,DUS,12,1170.0,IDR
IN5988,2022-02-09,CUST55551,APOTEK SAHABAT,EPM,CAB10,Padang,Z32,Apotek,BRG0002,ALERGINE TABLET SALUT,BRND002,"203",ETIKAL,DUS,10,2338.0,IDR
IN6234,2022-02-10,CUST55552,APOTEK TAPAK,TD,CAB01,Aceh,Z32,Apotek,BRG0003,AMPICILLIN,BRND003,"210",MARCKS,BOTOL,67,10691.0,IDR
IN6319,2022-02-11,CUST55553,APOTEK MAJA,TD,CAB01,Kuningan,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,98,8701.0,IDR
IN6006,2022-02-12,CUST55554,KLINIK GM,TA,CAB02,Jakarta,Z31,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,BRND005,"203",SLCYL,TABLET,5,5648.0,IDR
IN6147,2022-02-13,CUST55555,APOTEK MERDEKA,EPM,CAB03,Bandung,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,4,2819.0,IDR
IN6129,2022-02-14,CUST55556,KLINIK SAHABAT,TD,CAB01,Tangerang,Z31,Klinik,BRG0001,ACYCLOVIR DUS,BRND007,"206",ETIKAL,DUS,8,4592.0,IDR
IN5986,2022-02-15,CUST55557,APOTEK SINAR JAYA,TA,CAB01,Bekasi,Z32,Apotek,BRG0002,ALERGINE TABLET SALUT,BRND008,"203",MARCKS,DUS,9,3992.0,IDR
IN6026,2022-02-16,CUST55558,APOTEK SAHABAT,EPM,CAB02,Padang,Z32,Apotek,BRG0003,AMPICILLIN,BRND009,"210",VNS,BOTOL,21,5781.0,IDR
IN6224,2022-02-17,CUST55559,KLINIK DR. ANDRI,TD,CAB03,Lampung,Z31,Klinik,BRG0004,TRAMADOL KAPSUL 50 MG,BRND010,"201",SLCYL,KAPSUL,22,6940.0,IDR
IN6087,2022-02-18,CUST55560,APOTEK TAPAK,TA,CAB04,Aceh,Z32,Apotek,BRG0001,ACYCLOVIR DUS,BRND001,"206",OGB & PH,DUS,12,1170.0,IDR
IN6096,2022-02-19,CUST55561,APOTEK MAJA,EPM,CAB05,Kuningan,Z32,Apotek,BRG0002,ALERGINE TABLET SALUT,BRND002,"203",ETIKAL,DUS,25,2338.0,IDR
IN6034,2022-02-20,CUST55562,KLINIK GM,TD,CAB06,Jakarta,Z31,Klinik,BRG0003,AMPICILLIN,BRND003,"210",MARCKS,BOTOL,14,10691.0,IDR
IN6231,2022-02-21,CUST55563,APOTEK MERDEKA,TD,CAB07,Bandung,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,24,8701.0,IDR
IN6260,2022-02-22,CUST55564,KLINIK SAHABAT,TA,CAB08,Tangerang,Z31,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,BRND005,"203",SLCYL,TABLET,10,5648.0,IDR
IN6302,2022-02-23,CUST55565,APOTEK SINAR JAYA,EPM,CAB09,Bekasi,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,120,2819.0,IDR
IN6061,2022-02-24,CUST55566,APOTEK SAHABAT,TD,CAB10,Padang,Z32,Apotek,BRG0007,ERGOTAMINE COFFEINE,BRND007,"206",ETIKAL,BOTOL,12,4592.0,IDR
IN6011,2022-02-25,CUST55567,APOTEK TAPAK,TA,CAB01,Aceh,Z32,Apotek,BRG0008,TETRACYCLINE KAPSUL 250 MG,BRND008,"204",MARCKS,KAPSUL,10,3992.0,IDR
IN6275,2022-02-26,CUST55568,APOTEK MAJA,EPM,CAB01,Kuningan,Z32,Apotek,BRG0009,AMBROXOL HC,BRND009,"207",VNS,BOTOL,67,5781.0,IDR
IN6114,2022-02-27,CUST55569,KLINIK GM,TD,CAB02,Jakarta,Z31,Klinik,BRG0010,PARACETAMOL,BRND010,"208",SLCYL,BOTOL,98,6940.0,IDR
IN6041,2022-02-28,CUST55570,APOTEK MERDEKA,TD,CAB03,Bandung,Z32,Apotek,BRG0001,ACYCLOVIR DUS,BRND001,"206",OGB & PH,DUS,5,1170.0,IDR
IN6069,2022-03-01,CUST55571,KLINIK SAHABAT,TA,CAB01,Tangerang,Z31,Klinik,BRG0002,ALERGINE TABLET SALUT,BRND002,"203",ETIKAL,DUS,4,2338.0,IDR
IN6239,2022-03-02,CUST55572,APOTEK SINAR JAYA,EPM,CAB01,Bekasi,Z32,Apotek,BRG0003,AMPICILLIN,BRND003,"210",MARCKS,BOTOL,8,10691.0,IDR
IN6137,2022-03-03,CUST55573,APOTEK SAHABAT,TD,CAB02,Padang,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,9,8701.0,IDR
IN6189,2022-03-04,CUST55574,KLINIK DR. ANDRI,TA,CAB03,Lampung,Z31,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,BRND005,"203",SLCYL,TABLET,1,5648.0,IDR
IN6229,2022-03-05,CUST55575,APOTEK TAPAK,EPM,CAB04,Aceh,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,5,2819.0,IDR
IN6110,2022-03-06,CUST55576,APOTEK MAJA,TD,CAB05,Kuningan,Z32,Apotek,BRG0007,ERGOTAMINE COFFEINE,BRND007,"206",ETIKAL,BOTOL,9,4592.0,IDR
IN6182,2022-03-07,CUST55577,KLINIK GM,TA,CAB06,Jakarta,Z31,Klinik,BRG0008,TETRACYCLINE KAPSUL 250 MG,BRND008,"204",MARCKS,KAPSUL,13,3992.0,IDR
IN6164,2022-03-08,CUST55578,APOTEK MERDEKA,EPM,CAB07,Bandung,Z32,Apotek,BRG0009,AMBROXOL HC,BRND009,"207",VNS,BOTOL,1,5781.0,IDR
IN6016,2022-03-09,CUST55579,KLINIK SAHABAT,TD,CAB08,Tangerang,Z31,Klinik,BRG0010,PARACETAMOL,BRND010,"208",SLCYL,BOTOL,5,6940.0,IDR
IN6043,2022-03-10,CUST55580,APOTEK SINAR JAYA,TD,CAB09,Bekasi,Z32,Apotek,BRG0001,ACYCLOVIR DUS,BRND001,"206",OGB & PH,DUS,9,1170.0,IDR
IN6020,2022-03-11,CUST55581,APOTEK SAHABAT,TA,CAB10,Padang,Z32,Apotek,BRG0002,ALERGINE TABLET SALUT,BRND002,"203",ETIKAL,DUS,1,2338.0,IDR
IN6206,2022-03-12,CUST55582,APOTEK TAPAK,EPM,CAB01,Aceh,Z32,Apotek,BRG0003,AMPICILLIN,BRND003,"210",MARCKS,BOTOL,23,10691.0,IDR
IN6055,2022-03-13,CUST55583,APOTEK MAJA,TD,CAB01,Kuningan,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,4,8701.0,IDR
IN6092,2022-03-14,CUST55584,KLINIK GM,TA,CAB02,Jakarta,Z31,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,BRND005,"203",SLCYL,TABLET,2,5648.0,IDR
IN6177,2022-03-15,CUST55585,APOTEK MERDEKA,EPM,CAB03,Bandung,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,17,2819.0,IDR
IN6209,2022-03-16,CUST55586,KLINIK SAHABAT,TD,CAB01,Tangerang,Z31,Klinik,BRG0001,ACYCLOVIR DUS,BRND007,"206",ETIKAL,DUS,11,4592.0,IDR
IN6250,2022-03-17,CUST55587,APOTEK SINAR JAYA,TA,CAB01,Bekasi,Z32,Apotek,BRG0002,ALERGINE TABLET SALUT,BRND008,"203",MARCKS,DUS,12,3992.0,IDR
IN6193,2022-03-18,CUST55588,APOTEK SAHABAT,EPM,CAB02,Padang,Z32,Apotek,BRG0003,AMPICILLIN,BRND009,"210",VNS,BOTOL,12,5781.0,IDR
IN6081,2022-03-19,CUST55589,KLINIK DR. ANDRI,TD,CAB03,Lampung,Z31,Klinik,BRG0004,TRAMADOL KAPSUL 50 MG,BRND010,"201",SLCYL,KAPSUL,25,6940.0,IDR
IN6149,2022-03-20,CUST55590,APOTEK TAPAK,TD,CAB04,Aceh,Z32,Apotek,BRG0001,ACYCLOVIR DUS,BRND001,"206",OGB & PH,DUS,14,1170.0,IDR
IN6014,2022-03-21,CUST55591,APOTEK MAJA,TA,CAB05,Kuningan,Z32,Apotek,BRG0002,ALERGINE TABLET SALUT,BRND002,"203",ETIKAL,DUS,34,2338.0,IDR
IN6290,2022-03-22,CUST55592,KLINIK GM,EPM,CAB06,Jakarta,Z31,Klinik,BRG0003,AMPICILLIN,BRND003,"210",MARCKS,BOTOL,67,10691.0,IDR
IN6051,2022-03-23,CUST55593,APOTEK MERDEKA,TD,CAB07,Bandung,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,15,8701.0,IDR
IN6076,2022-03-24,CUST55594,KLINIK SAHABAT,TA,CAB08,Tangerang,Z31,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,BRND005,"203",SLCYL,TABLET,12,5648.0,IDR
IN6140,2022-03-25,CUST55595,APOTEK SINAR JAYA,EPM,CAB09,Bekasi,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,25,2819.0,IDR
IN6080,2022-03-26,CUST55596,APOTEK SAHABAT,TD,CAB10,Padang,Z32,Apotek,BRG0007,ERGOTAMINE COFFEINE,BRND007,"206",ETIKAL,BOTOL,14,4592.0,IDR
IN6153,2022-03-27,CUST55597,APOTEK TAPAK,TD,CAB01,Aceh,Z32,Apotek,BRG0008,TETRACYCLINE KAPSUL 250 MG,BRND008,"204",MARCKS,KAPSUL,18,3992.0,IDR
IN5979,2022-03-28,CUST55598,APOTEK MAJA,TA,CAB01,Kuningan,Z32,Apotek,BRG0009,AMBROXOL HC,BRND009,"207",VNS,BOTOL,18,5781.0,IDR
IN6098,2022-03-29,CUST55599,KLINIK GM,EPM,CAB02,Jakarta,Z31,Klinik,BRG0010,PARACETAMOL,BRND010,"208",SLCYL,BOTOL,19,6940.0,IDR
IN6078,2022-03-30,CUST55600,APOTEK MERDEKA,TD,CAB03,Bandung,Z32,Apotek,BRG0001,ACYCLOVIR DUS,BRND001,"206",OGB & PH,DUS,12,1170.0,IDR
IN6085,2022-03-31,CUST55601,KLINIK SAHABAT,TA,CAB01,Tangerang,Z31,Klinik,BRG0002,ALERGINE TABLET SALUT,BRND002,"203",ETIKAL,DUS,25,2338.0,IDR
IN6018,2022-04-01,CUST55602,APOTEK SINAR JAYA,EPM,CAB01,Bekasi,Z32,Apotek,BRG0003,AMPICILLIN,BRND003,"210",MARCKS,BOTOL,14,10691.0,IDR
IN6001,2022-04-02,CUST55603,APOTEK SAHABAT,TD,CAB02,Padang,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,21,8701.0,IDR
IN6271,2022-04-03,CUST55604,KLINIK DR. ANDRI,TA,CAB03,Lampung,Z31,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,BRND005,"203",SLCYL,TABLET,22,5648.0,IDR
IN6207,2022-04-04,CUST55605,APOTEK TAPAK,EPM,CAB04,Aceh,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,12,2819.0,IDR
IN6187,2022-04-05,CUST55606,APOTEK MAJA,TD,CAB05,Kuningan,Z32,Apotek,BRG0007,ERGOTAMINE COFFEINE,BRND007,"206",ETIKAL,BOTOL,25,4592.0,IDR
IN5995,2022-04-06,CUST55607,KLINIK GM,TD,CAB06,Jakarta,Z31,Klinik,BRG0008,TETRACYCLINE KAPSUL 250 MG,BRND008,"204",MARCKS,KAPSUL,14,3992.0,IDR
IN6156,2022-04-07,CUST55608,APOTEK MERDEKA,TA,CAB07,Bandung,Z32,Apotek,BRG0009,AMBROXOL HC,BRND009,"207",VNS,BOTOL,24,5781.0,IDR
IN6232,2022-04-08,CUST55609,KLINIK SAHABAT,EPM,CAB08,Tangerang,Z31,Klinik,BRG0010,PARACETAMOL,BRND010,"208",SLCYL,BOTOL,10,6940.0,IDR
IN5998,2022-04-09,CUST55610,APOTEK SINAR JAYA,TD,CAB09,Bekasi,Z32,Apotek,BRG0001,ACYCLOVIR DUS,BRND001,"206",OGB & PH,DUS,23,1170.0,IDR
IN6227,2022-04-10,CUST55611,APOTEK SAHABAT,TA,CAB10,Padang,Z32,Apotek,BRG0002,ALERGINE TABLET SALUT,BRND002,"203",ETIKAL,DUS,12,2338.0,IDR
