"id_invoice","tanggal","id_customer","nama","id_distributor","id_cabang","cabang_sales","id_group","group","id_barang","nama_barang","brand_id","kode_lini","lini","kemasan","jumlah_barang","harga","mata_uang"
IN6027,2022-04-11,CUST55612,APOTEK TAPAK,EPM,CAB01,Aceh,Z32,Apotek,BRG0003,AMPICILLIN,BRND003,"210",MARCKS,BOTOL,10,10691.0,IDR
IN6157,2022-04-12,CUST55613,APOTEK MAJA,TD,CAB01,Kuningan,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,67,8701.0,IDR
IN6180,2022-04-13,CUST55614,KLINIK GM,TA,CAB02,Jakarta,Z31,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,BRND005,"203",SLCYL,TABLET,98,5648.0,IDR
IN6257,2022-04-14,CUST55615,APOTEK MERDEKA,EPM,CAB03,Bandung,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,5,2819.0,IDR
IN6031,2022-04-15,CUST55616,KLINIK SAHABAT,TD,CAB01,Tangerang,Z31,Klinik,BRG0001,ACYCLOVIR DUS,BRND007,"206",ETIKAL,DUS,4,4592.0,IDR
IN6075,2022-04-16,CUST55638,APOTEK MERDEKA,TA,CAB07,Bandung,Z32,Apotek,BRG0009,AMBROXOL HC,BRND009,"207",VNS,BOTOL,48,5781.0,IDR
IN6082,2022-04-16,CUST55617,APOTEK SINAR JAYA,TD,CAB01,Bekasi,Z32,Apotek,BRG0002,ALERGINE TABLET SALUT,BRND008,"203",MARCKS,DUS,8,3992.0,IDR
IN6218,2022-04-17,CUST55639,KLINIK SAHABAT,EPM,CAB08,Tangerang,Z31,Klinik,BRG0010,PARACETAMOL,BRND010,"208",SLCYL,BOTOL,21,6940.0,IDR
IN6174,2022-04-17,CUST55618,APOTEK SAHABAT,TA,CAB02,Padang,Z32,Apotek,BRG0003,AMPICILLIN,BRND009,"210",VNS,BOTOL,9,5781.0,IDR
IN6138,2022-04-18,CUST55661,KLINIK SAHABAT,TD,CAB01,Tangerang,Z31,Klinik,BRG0002,ALERGINE TABLET SALUT,BRND002,"203",ETIKAL,DUS,10,2338.0,IDR
IN5985,2022-04-18,CUST55640,APOTEK SINAR JAYA,TD,CAB09,Bekasi,Z32,Apotek,BRG0001,ACYCLOVIR DUS,BRND001,"206",OGB & PH,DUS,22,1170.0,IDR
IN6194,2022-04-18,CUST55658,APOTEK MAJA,TA,CAB01,Kuningan,Z32,Apotek,BRG0009,AMBROXOL HC,BRND009,"207",VNS,BOTOL,25,5781.0,IDR
IN6237,2022-04-18,CUST55619,KLINIK DR. ANDRI,EPM,CAB03,Lampung,Z31,Klinik,BRG0004,TRAMADOL KAPSUL 50 MG,BRND010,"201",SLCYL,KAPSUL,10,6940.0,IDR
IN5987,2022-04-19,CUST55659,KLINIK GM,EPM,CAB02,Jakarta,Z31,Klinik,BRG0010,PARACETAMOL,BRND010,"208",SLCYL,BOTOL,14,6940.0,IDR
IN6021,2022-04-19,CUST55620,APOTEK TAPAK,TD,CAB04,Aceh,Z32,Apotek,BRG0001,ACYCLOVIR DUS,BRND001,"206",OGB & PH,DUS,7,1170.0,IDR
IN6316,2022-04-19,CUST55662,APOTEK SINAR JAYA,TA,CAB01,Bekasi,Z32,Apotek,BRG0003,AMPICILLIN,BRND003,"210",MARCKS,BOTOL,120,10691.0,IDR
IN6154,2022-04-19,CUST55641,APOTEK SAHABAT,TA,CAB10,Padang,Z32,Apotek,BRG0002,ALERGINE TABLET SALUT,BRND002,"203",ETIKAL,DUS,12,2338.0,IDR
IN6145,2022-04-20,CUST55642,APOTEK TAPAK,EPM,CAB01,Aceh,Z32,Apotek,BRG0003,AMPICILLIN,BRND003,"210",MARCKS,BOTOL,25,10691.0,IDR
IN6019,2022-04-20,CUST55663,APOTEK SAHABAT,EPM,CAB02,Padang,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,12,8701.0,IDR
IN6313,2022-04-20,CUST55660,APOTEK MERDEKA,TD,CAB03,Bandung,Z32,Apotek,BRG0001,ACYCLOVIR DUS,BRND001,"206",OGB & PH,DUS,24,1170.0,IDR
IN6056,2022-04-20,CUST55621,APOTEK MAJA,TA,CAB05,Kuningan,Z32,Apotek,BRG0002,ALERGINE TABLET SALUT,BRND002,"203",ETIKAL,DUS,100,2338.0,IDR
IN5983,2022-04-21,CUST55622,KLINIK GM,EPM,CAB06,Jakarta,Z31,Klinik,BRG0003,AMPICILLIN,BRND003,"210",MARCKS,BOTOL,67,10691.0,IDR
IN6315,2022-04-21,CUST55643,APOTEK MAJA,TD,CAB01,Kuningan,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,14,8701.0,IDR
IN6139,2022-04-22,CUST55623,APOTEK MERDEKA,TD,CAB07,Bandung,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,78,8701.0,IDR
IN6126,2022-04-23,CUST55624,KLINIK SAHABAT,TD,CAB08,Tangerang,Z31,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,BRND005,"203",SLCYL,TABLET,45,5648.0,IDR
IN6127,2022-04-24,CUST55625,APOTEK SINAR JAYA,TA,CAB09,Bekasi,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,34,2819.0,IDR
IN6035,2022-04-25,CUST55626,APOTEK SAHABAT,EPM,CAB10,Padang,Z32,Apotek,BRG0007,ERGOTAMINE COFFEINE,BRND007,"206",ETIKAL,BOTOL,20,4592.0,IDR
IN6047,2022-04-26,CUST55635,APOTEK TAPAK,TA,CAB04,Aceh,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,12,2819.0,IDR
IN6309,2022-04-26,CUST55627,APOTEK TAPAK,TD,CAB01,Aceh,Z32,Apotek,BRG0008,TETRACYCLINE KAPSUL 250 MG,BRND008,"204",MARCKS,KAPSUL,45,3992.0,IDR
IN6073,2022-04-27,CUST55628,APOTEK MAJA,TA,CAB01,Kuningan,Z32,Apotek,BRG0009,AMBROXOL HC,BRND009,"207",VNS,BOTOL,34,5781.0,IDR
IN6071,2022-04-27,CUST55636,APOTEK MAJA,EPM,CAB05,Kuningan,Z32,Apotek,BRG0007,ERGOTAMINE COFFEINE,BRND007,"206",ETIKAL,BOTOL,95,4592.0,IDR
IN6277,2022-04-28,CUST55629,KLINIK GM,EPM,CAB02,Jakarta,Z31,Klinik,BRG0010,PARACETAMOL,BRND010,"208",SLCYL,BOTOL,34,6940.0,IDR
IN6009,2022-04-28,CUST55637,KLINIK GM,TD,CAB06,Jakarta,Z31,Klinik,BRG0008,TETRACYCLINE KAPSUL 250 MG,BRND008,"204",MARCKS,KAPSUL,76,3992.0,IDR
IN6197,2022-04-29,CUST55630,APOTEK MERDEKA,TD,CAB03,Bandung,Z32,Apotek,BRG0001,ACYCLOVIR DUS,BRND001,"206",OGB & PH,DUS,34,1170.0,IDR
IN6310,2022-04-30,CUST55693,APOTEK SAHABAT,EPM,CAB02,Padang,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,14,8701.0,IDR
IN6225,2022-04-30,CUST55631,KLINIK SAHABAT,TA,CAB01,Tangerang,Z31,Klinik,BRG0002,ALERGINE TABLET SALUT,BRND002,"203",ETIKAL,DUS,44,2338.0,IDR
IN6304,2022-04-30,CUST55728,APOTEK MERDEKA,TD,CAB07,Bandung,Z32,Apotek,BRG0009,AMBROXOL HC,BRND009,"207",VNS,BOTOL,44,5781.0,IDR
IN6101,2022-04-30,CUST55723,APOTEK SAHABAT,EPM,CAB02,Padang,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,20,8701.0,IDR
IN6097,2022-04-30,CUST55718,APOTEK MAJA,TD,CAB01,Kuningan,Z32,Apotek,BRG0009,AMBROXOL HC,BRND009,"207",VNS,BOTOL,100,5781.0,IDR
IN6106,2022-04-30,CUST55713,APOTEK MERDEKA,EPM,CAB07,Bandung,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,4,8701.0,IDR
IN6132,2022-04-30,CUST55708,APOTEK SAHABAT,TD,CAB02,Padang,Z32,Apotek,BRG0003,AMPICILLIN,BRND009,"210",VNS,BOTOL,12,5781.0,IDR
IN6249,2022-04-30,CUST55703,APOTEK MAJA,EPM,CAB01,Kuningan,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,25,8701.0,IDR
IN6265,2022-04-30,CUST55698,APOTEK MERDEKA,TD,CAB07,Bandung,Z32,Apotek,BRG0009,AMBROXOL HC,BRND009,"207",VNS,BOTOL,25,5781.0,IDR
IN5989,2022-05-01,CUST55719,KLINIK GM,TA,CAB02,Jakarta,Z31,Klinik,BRG0010,PARACETAMOL,BRND010,"208",SLCYL,BOTOL,67,6940.0,IDR
IN5984,2022-05-01,CUST55714,KLINIK SAHABAT,TD,CAB08,Tangerang,Z31,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,BRND005,"203",SLCYL,TABLET,8,5648.0,IDR
IN6044,2022-05-01,CUST55694,KLINIK DR. ANDRI,TD,CAB03,Lampung,Z31,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,BRND005,"203",SLCYL,TABLET,18,5648.0,IDR
IN6142,2022-05-01,CUST55724,KLINIK DR. ANDRI,TD,CAB03,Lampung,Z31,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,BRND005,"203",SLCYL,TABLET,45,5648.0,IDR
IN6067,2022-05-01,CUST55704,KLINIK GM,TD,CAB02,Jakarta,Z31,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,BRND005,"203",SLCYL,TABLET,14,5648.0,IDR
IN6030,2022-05-01,CUST55709,KLINIK DR. ANDRI,TA,CAB03,Lampung,Z31,Klinik,BRG0004,TRAMADOL KAPSUL 50 MG,BRND010,"201",SLCYL,KAPSUL,10,6940.0,IDR
IN6004,2022-05-01,CUST55729,KLINIK SAHABAT,TA,CAB08,Tangerang,Z31,Klinik,BRG0010,PARACETAMOL,BRND010,"208",SLCYL,BOTOL,5,6940.0,IDR
IN5999,2022-05-01,CUST55632,APOTEK SINAR JAYA,EPM,CAB01,Bekasi,Z32,Apotek,BRG0003,AMPICILLIN,BRND003,"210",MARCKS,BOTOL,5,10691.0,IDR
IN6158,2022-05-01,CUST55699,KLINIK SAHABAT,TA,CAB08,Tangerang,Z31,Klinik,BRG0010,PARACETAMOL,BRND010,"208",SLCYL,BOTOL,14,6940.0,IDR
IN6151,2022-05-02,CUST55720,APOTEK MERDEKA,EPM,CAB03,Bandung,Z32,Apotek,BRG0001,ACYCLOVIR DUS,BRND001,"206",OGB & PH,DUS,78,1170.0,IDR
IN6223,2022-05-02,CUST55633,APOTEK SAHABAT,TD,CAB02,Padang,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,6,8701.0,IDR
IN6007,2022-05-02,CUST55715,APOTEK SINAR JAYA,TD,CAB09,Bekasi,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,9,2819.0,IDR
IN6094,2022-05-02,CUST55710,APOTEK TAPAK,EPM,CAB04,Aceh,Z32,Apotek,BRG0001,ACYCLOVIR DUS,BRND001,"206",OGB & PH,DUS,67,1170.0,IDR
IN6143,2022-05-02,CUST55705,APOTEK MERDEKA,TD,CAB03,Bandung,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,24,2819.0,IDR
IN6178,2022-05-02,CUST55695,APOTEK TAPAK,TA,CAB04,Aceh,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,18,2819.0,IDR
IN6312,2022-05-02,CUST55725,APOTEK TAPAK,TD,CAB04,Aceh,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,34,2819.0,IDR
IN6105,2022-05-02,CUST55700,APOTEK SINAR JAYA,EPM,CAB09,Bekasi,Z32,Apotek,BRG0001,ACYCLOVIR DUS,BRND001,"206",OGB & PH,DUS,21,1170.0,IDR
IN5990,2022-05-03,CUST55706,KLINIK SAHABAT,TA,CAB01,Tangerang,Z31,Klinik,BRG0001,ACYCLOVIR DUS,BRND007,"206",ETIKAL,DUS,10,4592.0,IDR
IN6270,2022-05-03,CUST55696,APOTEK MAJA,EPM,CAB05,Kuningan,Z32,Apotek,BRG0007,ERGOTAMINE COFFEINE,BRND007,"206",ETIKAL,BOTOL,19,4592.0,IDR
IN6273,2022-05-03,CUST55634,KLINIK DR. ANDRI,TD,CAB03,Lampung,Z31,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,BRND005,"203",SLCYL,TABLET,79,5648.0,IDR
IN6115,2022-05-03,CUST55716,APOTEK SAHABAT,TA,CAB10,Padang,Z32,Apotek,BRG0007,ERGOTAMINE COFFEINE,BRND007,"206",ETIKAL,BOTOL,10,4592.0,IDR
IN6213,2022-05-03,CUST55701,APOTEK SAHABAT,TD,CAB10,Padang,Z32,Apotek,BRG0002,ALERGINE TABLET SALUT,BRND002,"203",ETIKAL,DUS,22,2338.0,IDR
IN6112,2022-05-03,CUST55726,APOTEK MAJA,TA,CAB05,Kuningan,Z32,Apotek,BRG0007,ERGOTAMINE COFFEINE,BRND007,"206",ETIKAL,BOTOL,34,4592.0,IDR
IN6294,2022-05-03,CUST55711,APOTEK MAJA,TD,CAB05,Kuningan,Z32,Apotek,BRG0002,ALERGINE TABLET SALUT,BRND002,"203",ETIKAL,DUS,98,2338.0,IDR
IN6037,2022-05-03,CUST55721,KLINIK SAHABAT,TD,CAB01,Tangerang,Z31,Klinik,BRG0002,ALERGINE TABLET SALUT,BRND002,"203",ETIKAL,DUS,45,2338.0,IDR
IN6168,2022-05-13,CUST55644,KLINIK GM,TD,CAB02,Jakarta,Z31,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,BRND005,"203",SLCYL,TABLET,24,5648.0,IDR
IN6192,2022-05-14,CUST55645,APOTEK MERDEKA,TA,CAB03,Bandung,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,10,2819.0,IDR
IN6285,2022-05-15,CUST55646,KLINIK SAHABAT,EPM,CAB01,Tangerang,Z31,Klinik,BRG0001,ACYCLOVIR DUS,BRND007,"206",ETIKAL,DUS,130,4592.0,IDR
IN6077,2022-05-16,CUST55647,APOTEK SINAR JAYA,TD,CAB01,Bekasi,Z32,Apotek,BRG0002,ALERGINE TABLET SALUT,BRND008,"203",MARCKS,DUS,12,3992.0,IDR
IN6057,2022-05-17,CUST55648,APOTEK SAHABAT,TA,CAB02,Padang,Z32,Apotek,BRG0003,AMPICILLIN,BRND009,"210",VNS,BOTOL,10,5781.0,IDR
IN6252,2022-05-18,CUST55649,KLINIK DR. ANDRI,EPM,CAB03,Lampung,Z31,Klinik,BRG0004,TRAMADOL KAPSUL 50 MG,BRND010,"201",SLCYL,KAPSUL,67,6940.0,IDR
IN6283,2022-05-19,CUST55664,KLINIK DR. ANDRI,TD,CAB03,Lampung,Z31,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,BRND005,"203",SLCYL,TABLET,10,5648.0,IDR
IN6272,2022-05-19,CUST55650,APOTEK TAPAK,TD,CAB04,Aceh,Z32,Apotek,BRG0001,ACYCLOVIR DUS,BRND001,"206",OGB & PH,DUS,98,1170.0,IDR
IN6150,2022-05-20,CUST55651,APOTEK MAJA,TD,CAB05,Kuningan,Z32,Apotek,BRG0002,ALERGINE TABLET SALUT,BRND002,"203",ETIKAL,DUS,5,2338.0,IDR
IN6169,2022-05-20,CUST55665,APOTEK TAPAK,TA,CAB04,Aceh,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,67,2819.0,IDR
IN6298,2022-05-21,CUST55652,KLINIK GM,TA,CAB06,Jakarta,Z31,Klinik,BRG0003,AMPICILLIN,BRND003,"210",MARCKS,BOTOL,4,10691.0,IDR
IN6121,2022-05-21,CUST55666,APOTEK MAJA,EPM,CAB05,Kuningan,Z32,Apotek,BRG0007,ERGOTAMINE COFFEINE,BRND007,"206",ETIKAL,BOTOL,98,4592.0,IDR
IN6295,2022-05-22,CUST55653,APOTEK MERDEKA,EPM,CAB07,Bandung,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,8,8701.0,IDR
IN6117,2022-05-22,CUST55667,KLINIK GM,TD,CAB06,Jakarta,Z31,Klinik,BRG0008,TETRACYCLINE KAPSUL 250 MG,BRND008,"204",MARCKS,KAPSUL,5,3992.0,IDR
IN6022,2022-05-23,CUST55654,KLINIK SAHABAT,TD,CAB08,Tangerang,Z31,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,BRND005,"203",SLCYL,TABLET,9,5648.0,IDR
IN6201,2022-05-23,CUST55668,APOTEK MERDEKA,TA,CAB07,Bandung,Z32,Apotek,BRG0009,AMBROXOL HC,BRND009,"207",VNS,BOTOL,4,5781.0,IDR
IN6179,2022-05-24,CUST55669,KLINIK SAHABAT,EPM,CAB08,Tangerang,Z31,Klinik,BRG0010,PARACETAMOL,BRND010,"208",SLCYL,BOTOL,8,6940.0,IDR
IN6090,2022-05-24,CUST55655,APOTEK SINAR JAYA,TA,CAB09,Bekasi,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,21,2819.0,IDR
IN5996,2022-05-25,CUST55656,APOTEK SAHABAT,EPM,CAB10,Padang,Z32,Apotek,BRG0007,ERGOTAMINE COFFEINE,BRND007,"206",ETIKAL,BOTOL,22,4592.0,IDR
IN5978,2022-05-25,CUST55670,APOTEK SINAR JAYA,TD,CAB09,Bekasi,Z32,Apotek,BRG0001,ACYCLOVIR DUS,BRND001,"206",OGB & PH,DUS,9,1170.0,IDR
IN5993,2022-05-26,CUST55671,APOTEK SAHABAT,TD,CAB10,Padang,Z32,Apotek,BRG0002,ALERGINE TABLET SALUT,BRND002,"203",ETIKAL,DUS,1,2338.0,IDR
IN6111,2022-05-26,CUST55657,APOTEK TAPAK,TD,CAB01,Aceh,Z32,Apotek,BRG0008,TETRACYCLINE KAPSUL 250 MG,BRND008,"204",MARCKS,KAPSUL,12,3992.0,IDR
IN6160,2022-05-27,CUST55672,APOTEK TAPAK,TA,CAB01,Aceh,Z32,Apotek,BRG0003,AMPICILLIN,BRND003,"210",MARCKS,BOTOL,5,10691.0,IDR
IN6282,2022-05-28,CUST55673,APOTEK MAJA,EPM,CAB01,Kuningan,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,9,8701.0,IDR
IN6093,2022-05-29,CUST55674,KLINIK GM,TD,CAB02,Jakarta,Z31,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,BRND005,"203",SLCYL,TABLET,13,5648.0,IDR
IN6166,2022-05-30,CUST55675,APOTEK MERDEKA,TA,CAB03,Bandung,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,1,2819.0,IDR
IN6010,2022-05-31,CUST55676,KLINIK SAHABAT,EPM,CAB01,Tangerang,Z31,Klinik,BRG0001,ACYCLOVIR DUS,BRND007,"206",ETIKAL,DUS,5,4592.0,IDR
IN6100,2022-06-01,CUST55677,APOTEK SINAR JAYA,TD,CAB01,Bekasi,Z32,Apotek,BRG0002,ALERGINE TABLET SALUT,BRND008,"203",MARCKS,DUS,9,3992.0,IDR
IN6222,2022-06-02,CUST55678,APOTEK SAHABAT,TD,CAB02,Padang,Z32,Apotek,BRG0003,AMPICILLIN,BRND009,"210",VNS,BOTOL,1,5781.0,IDR
IN6032,2022-06-03,CUST55679,KLINIK DR. ANDRI,TA,CAB03,Lampung,Z31,Klinik,BRG0004,TRAMADOL KAPSUL 50 MG,BRND010,"201",SLCYL,KAPSUL,23,6940.0,IDR
IN6198,2022-06-04,CUST55680,APOTEK TAPAK,EPM,CAB04,Aceh,Z32,Apotek,BRG0001,ACYCLOVIR DUS,BRND001,"206",OGB & PH,DUS,4,1170.0,IDR
IN6212,2022-06-05,CUST55681,APOTEK MAJA,TD,CAB05,Kuningan,Z32,Apotek,BRG0002,ALERGINE TABLET SALUT,BRND002,"203",ETIKAL,DUS,2,2338.0,IDR
IN6288,2022-06-06,CUST55682,KLINIK GM,TA,CAB06,Jakarta,Z31,Klinik,BRG0003,AMPICILLIN,BRND003,"210",MARCKS,BOTOL,17,10691.0,IDR
IN6059,2022-06-07,CUST55683,APOTEK MERDEKA,EPM,CAB07,Bandung,Z32,Apotek,BRG0004,TRAMADOL KAPSUL 50 MG,BRND004,"201",VNS,KAPSUL,11,8701.0,IDR
IN6236,2022-06-08,CUST55684,KLINIK SAHABAT,TD,CAB08,Tangerang,Z31,Klinik,BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,BRND005,"203",SLCYL,TABLET,12,5648.0,IDR
IN6296,2022-06-09,CUST55685,APOTEK SINAR JAYA,TA,CAB09,Bekasi,Z32,Apotek,BRG0006,KETOCONAZOLE TABLET 200 MG,BRND006,"205",OGB & PH,TABLET,12,2819.0,IDR
IN6324,2022-06-10,CUST55686,APOTEK SAHABAT,EPM,CAB10,Padang,Z32,Apotek,BRG0007,ERGOTAMINE COFFEINE,BRND007,"206",ETIKAL,BOTOL,25,4592.0,IDR
IN6091,2022-06-11,CUST55687,APOTEK TAPAK,TD,CAB01,Aceh,Z32,Apotek,BRG0008,TETRACYCLINE KAPSUL 250 MG,BRND008,"204",MARCKS,KAPSUL,14,3992.0,IDR
IN6033,2022-06-12,CUST55688,APOTEK MAJA,TD,CAB01,Kuningan,Z32,Apotek,BRG0009,AMBROXOL HC,BRND009,"207",VNS,BOTOL,34,5781.0,IDR
IN6159,2022-06-13,CUST55689,KLINIK GM,TA,CAB02,Jakarta,Z31,Klinik,BRG0010,PARACETAMOL,BRND010,"208",SLCYL,BOTOL,67,6940.0,IDR
IN6264,2022-06-14,CUST55690,APOTEK MERDEKA,EPM,CAB03,Bandung,Z32,Apotek,BRG0001,ACYCLOVIR DUS,BRND001,"206",OGB & PH,DUS,15,1170.0,IDR
IN6046,2022-06-15,CUST55691,KLINIK SAHABAT,TD,CAB01,Tangerang,Z31,Klinik,BRG0002,ALERGINE TABLET SALUT,BRND002,"203",ETIKAL,DUS,12,2338.0,IDR
IN6012,2022-06-16,CUST55712,KLINIK GM,TA,CAB06,Jakarta,Z31,Klinik,BRG0003,AMPICILLIN,BRND003,"210",MARCKS,BOTOL,5,10691.0,IDR
IN5992,2022-06-16,CUST55707,APOTEK SINAR JAYA,EPM,CAB01,Bekasi,Z32,Apotek,BRG0002,ALERGINE TABLET SALUT,BRND008,"203",MARCKS,DUS,23,3992.0,IDR
IN6109,2022-06-16,CUST55702,APOTEK TAPAK,TA,CAB01,Aceh,Z32,Apotek,BRG0003,AMPICILLIN,BRND003,"210",MARCKS,BOTOL,12,10691.0,IDR
IN6000,2022-06-16,CUST55717,APOTEK TAPAK,EPM,CAB01,Aceh,Z32,Apotek,BRG0008,TETRACYCLINE KAPSUL 250 MG,BRND008,"204",MARCKS,KAPSUL,7,3992.0,IDR
IN6123,2022-06-16,CUST55697,KLINIK GM,TD,CAB06,Jakarta,Z31,Klinik,BRG0008,TETRACYCLINE KAPSUL 250 MG,BRND008,"204",MARCKS,KAPSUL,12,3992.0,IDR
IN6268,2022-06-16,CUST55692,APOTEK SINAR JAYA,TA,CAB01,Bekasi,Z32,Apotek,BRG0003,AMPICILLIN,BRND003,"210",MARCKS,BOTOL,25,10691.0,IDR
IN6165,2022-06-16,CUST55722,APOTEK SINAR JAYA,TA,CAB01,Bekasi,Z32,Apotek,BRG0003,AMPICILLIN,BRND003,"210",MARCKS,BOTOL,34,10691.0,IDR
IN6204,2022-06-16,CUST55727,KLINIK GM,EPM,CAB06,Jakarta,Z31,Klinik,BRG0008,TETRACYCLINE KAPSUL 250 MG,BRND008,"204",MARCKS,KAPSUL,34,3992.0,IDR
